SMPLID,Habitat,Individual,Dataset,Acc.no,total input read (pairs),Rejected 1st read pair,Rejected 2nd read pair,Accepted 1st read pair,Accepted 2nd read pair,Singleton 1st read pair,Singleton 2nd read pair,Avg read length,AvgQual read quality (if quality information available),average accumulated Error,Latitude,Longitude,Date when the sample was collected.
MS207,Grassland,-,MGRAST,MGRAST_4511115.3,70097960,12710891,0,57387069,0,0,0,25,35.1,0.164,-,-,-
MS208,Grassland,-,MGRAST,MGRAST_4511116.3,2139036,233428,0,1905608,0,0,0,99.9,35.6,0.163,-,-,-
MS209,Grassland,-,MGRAST,MGRAST_4511178.3,15761273,3623818,0,12137455,0,0,0,99.8,35.2,0.175,-,-,-
MS210,Grassland,-,MGRAST,MGRAST_4511179.3,20194458,4707837,0,15486621,0,0,0,99.8,35.1,0.173,-,-,-
MS211,Grassland,-,MGRAST,MGRAST_4511180.3,17786455,4248997,0,13537458,0,0,0,99.8,35.1,0.177,-,-,-
MS212,Grassland,-,MGRAST,MGRAST_4511181.3,5281296,1040569,0,4240727,0,0,0,99.8,34.8,0.208,-,-,-
MS213,Grassland,-,MGRAST,MGRAST_4511182.3,29421339,4304751,0,25116588,0,0,0,99.9,35.4,0.196,-,-,-
MS214,Grassland,-,MGRAST,MGRAST_4511183.3,25860933,4781405,0,21079528,0,0,0,99.8,34.9,0.182,-,-,-
MS215,Grassland,-,MGRAST,MGRAST_4511185.3,19707120,2140100,0,17567020,0,0,0,99.9,35.6,0.144,-,-,-
MS221,Grassland,-,MGRAST,MGRAST_4654023.3,3762792,21350,0,3741442,0,0,0,186,34.5,0.225,-,-,-
MS222,Grassland,-,MGRAST,MGRAST_4654024.3,5346169,33591,0,5312578,0,0,0,179,34.3,0.239,-,-,-
MS223,Grassland,-,MGRAST,MGRAST_4654025.3,3808872,23483,0,3785389,0,0,0,180,34.4,0.236,-,-,-
MS344,Grassland,-,MGRAST,MGRAST_4578924.3,5040252,1198825,0,3841427,0,0,0,224,28.1,0.741,-,-,-
MS345,Grassland,-,MGRAST,MGRAST_4578925.3,5460208,1279947,0,4180261,0,0,0,249,28.2,0.783,-,-,-
MS346,Grassland,-,MGRAST,MGRAST_4578926.3,5850205,1268997,0,4581208,0,0,0,260,28.2,0.805,-,-,-
MS347,Grassland,-,MGRAST,MGRAST_4578927.3,4898256,1360688,0,3537568,0,0,0,243,28.0,0.812,-,-,-
MS194,Lawn,-,MGRAST,MGRAST_4573678.3,5868916,112525,0,5756391,0,0,0,233,34.7,0.385,-,-,-
MS195,Lawn,-,MGRAST,MGRAST_4573679.3,5868916,440560,0,5428356,0,0,0,219,33.0,0.607,-,-,-
MS196,Lawn,-,MGRAST,MGRAST_4573680.3,4821650,136293,0,4685357,0,0,0,224,33.6,0.529,-,-,-
MS197,Lawn,-,MGRAST,MGRAST_4573681.3,4821650,728058,0,4093592,0,0,0,182,29.1,0.897,-,-,-
MS198,Lawn,-,MGRAST,MGRAST_4573682.3,4378176,79826,0,4298350,0,0,0,234,34.7,0.387,-,-,-
MS199,Lawn,-,MGRAST,MGRAST_4573683.3,4378176,359406,0,4018770,0,0,0,218,32.8,0.632,-,-,-
MS354,Lawn,-,MGRAST,MGRAST_4533948.3,715757,295668,0,420089,0,0,0,200,27.5,0.767,-,-,-
MS355,Lawn,-,MGRAST,MGRAST_4533949.3,784358,371968,0,412390,0,0,0,200,27.3,0.785,-,-,-
MS356,Lawn,-,MGRAST,MGRAST_4533950.3,628442,214189,0,414253,0,0,0,202,27.7,0.743,-,-,-
MS357,Lawn,-,MGRAST,MGRAST_4543715.3,2012359,1212315,0,800044,0,0,0,186,27.2,0.834,-,-,-
MS358,Lawn,-,MGRAST,MGRAST_4543716.3,710515,377518,0,332997,0,0,0,197,27.2,0.816,-,-,-
MS359,Lawn,-,MGRAST,MGRAST_4543717.3,636862,304848,0,332014,0,0,0,200,27.3,0.803,-,-,-
MS67,Pasture,-,MGRAST,MGRAST_4554763.3,1545693,263828,0,1281865,0,0,0,252,38.1,0.178,-,-,-
MS68,Pasture,-,MGRAST,MGRAST_4554764.3,539732,87727,0,452005,0,0,0,244,37.9,0.208,-,-,-
MS69,Pasture,-,MGRAST,MGRAST_4554765.3,725710,127066,0,598644,0,0,0,254,38.0,0.187,-,-,-
MS70,Pasture,-,MGRAST,MGRAST_4554769.3,265430,18807,0,246623,0,0,0,255,37.8,0.214,-,-,-
MS71,Pasture,-,MGRAST,MGRAST_4554770.3,1035089,132094,0,902995,0,0,0,246,38.2,0.174,-,-,-
MS72,Pasture,-,MGRAST,MGRAST_4554771.3,698585,105387,0,593198,0,0,0,255,38.0,0.192,-,-,-
MS337,Pasture,-,MGRAST,MGRAST_4497372.3,17445400,4109251,0,13336149,0,0,0,99.8,34.4,0.196,-,-,-
MS338,Pasture,-,MGRAST,MGRAST_4497373.3,20851107,5010434,0,15840673,0,0,0,99.8,34.3,0.197,-,-,-
NHS1,ALARCREASE_R1/,HV01,Skin,SRA_Bioproject_46333,3698155,767629,1130508,2930526,2567647,578529,215650,97,33.0,0.37,-,-,-
NHS2,ANTECUBITALFOSSA_R1/,HV01,Skin,SRA_Bioproject_46333,2391253,395656,616795,1995597,1774458,341432,120293,97.8,34.0,0.299,-,-,-
NHS3,BACK_NULL1/,HV01,Skin,SRA_Bioproject_46333,7917019,1765111,2262219,6151908,5654800,1083310,586202,97.1,33.1,0.341,-,-,-
NHS4,CHEEK_R1/,HV01,Skin,SRA_Bioproject_46333,3749528,773033,1241529,2976495,2507999,656918,188422,97,33.1,0.365,-,-,-
NHS5,EXTERNALAUDITORYCANAL_R1/,HV01,Skin,SRA_Bioproject_46333,5018732,898060,1447477,4120672,3571255,784456,235039,97.5,33.4,0.334,-,-,-
NHS6,GLABELLA_NULL1/,HV01,Skin,SRA_Bioproject_46333,10892070,2226992,3408665,8665078,7483405,1776104,594431,97,33.1,0.356,-,-,-
NHS7,HYPOTHENARPALM_R1/,HV01,Skin,SRA_Bioproject_46333,2189755,388292,565334,1801463,1624421,301694,124652,97.7,33.7,0.308,-,-,-
NHS8,INGUINALCREASE_R1/,HV01,Skin,SRA_Bioproject_46333,8204817,1605853,2248001,6598964,5956816,1135115,492967,97.4,33.4,0.323,-,-,-
NHS9,INTERDIGITALWEB_R1/,HV01,Skin,SRA_Bioproject_46333,2407834,418203,596889,1989631,1810945,307473,128787,97.8,33.8,0.302,-,-,-
NHS10,MANUBRIUM_NULL1/,HV01,Skin,SRA_Bioproject_46333,1290711,271580,397213,1019131,893498,200876,75243,97,33.0,0.369,-,-,-
NHS11,NARE_R1/,HV01,Skin,SRA_Bioproject_46333,106831,25249,36008,81582,70823,16339,5580,97,33.3,0.342,-,-,-
NHS12,OCCIPUT_NULL1/,HV01,Skin,SRA_Bioproject_46333,10706733,2259583,3991522,8447150,6715211,2208394,476455,96.8,33.2,0.345,-,-,-
NHS13,PLANTARHEEL_R1/,HV01,Skin,SRA_Bioproject_46333,18798738,1348627,2851325,17450111,15947413,1931923,429225,99.2,35.0,0.219,-,-,-
NHS14,POPLITEALFOSSA_R1/,HV01,Skin,SRA_Bioproject_46333,2754793,422844,617874,2331949,2136919,332375,137345,98.1,34.2,0.284,-,-,-
NHS15,RETROAURICULARCREASE_R1/,HV01,Skin,SRA_Bioproject_46333,7221544,1507105,2478636,5714439,4742908,1321578,350047,96.9,33.1,0.364,-,-,-
NHS16,TOENAIL_R1/,HV01,Skin,SRA_Bioproject_46333,2245033,269285,513860,1975748,1731173,313145,68570,98.5,34.4,0.276,-,-,-
NHS17,TOEWEBSPACE_R1/,HV01,Skin,SRA_Bioproject_46333,8889951,1046636,1855631,7843315,7034320,1147394,338399,98.5,34.6,0.255,-,-,-
NHS18,VOLARFOREARM_R1/,HV01,Skin,SRA_Bioproject_46333,2321406,337330,494894,1984076,1826512,270181,112617,98.1,33.8,0.302,-,-,-
NHS19,ALARCREASE_R1/,HV02,Skin,SRA_Bioproject_46333,1104701,368343,452694,736358,652007,185065,100714,94.6,32.7,0.425,-,-,-
NHS20,ANTECUBITALFOSSA_R1/,HV02,Skin,SRA_Bioproject_46333,3056162,1185641,1169578,1870521,1886584,471893,487956,94.4,32.7,0.433,-,-,-
NHS21,BACK_NULL1/,HV02,Skin,SRA_Bioproject_46333,4146318,1739875,1950675,2406443,2195643,802803,592003,93.8,32.3,0.462,-,-,-
NHS22,CHEEK_R1/,HV02,Skin,SRA_Bioproject_46333,1334686,540347,610877,794339,723809,258052,187522,94.2,32.4,0.449,-,-,-
NHS23,EXTERNALAUDITORYCANAL_R1/,HV02,Skin,SRA_Bioproject_46333,7149188,2116354,3276343,5032834,3872845,1622949,462960,94.4,32.8,0.435,-,-,-
NHS24,GLABELLA_NULL1/,HV02,Skin,SRA_Bioproject_46333,1501387,575296,679784,926091,821603,280465,175977,94.4,32.4,0.444,-,-,-
NHS25,HYPOTHENARPALM_R1/,HV02,Skin,SRA_Bioproject_46333,2344660,860064,962354,1484596,1382306,405156,302866,94.8,32.7,0.422,-,-,-
NHS26,INGUINALCREASE_R1/,HV02,Skin,SRA_Bioproject_46333,143973,41119,40195,102854,103778,15656,16580,96.5,33.9,0.338,-,-,-
NHS27,INTERDIGITALWEB_R1/,HV02,Skin,SRA_Bioproject_46333,2150726,716845,800342,1433881,1350384,342691,259194,95.4,33.0,0.4,-,-,-
NHS28,MANUBRIUM_NULL1/,HV02,Skin,SRA_Bioproject_46333,6728876,2477080,2277308,4251796,4451568,853825,1053597,95.6,32.9,0.394,-,-,-
NHS29,NARE_R1/,HV02,Skin,SRA_Bioproject_46333,46154,22888,24174,23266,21980,6637,5351,92.4,31.3,0.48,-,-,-
NHS30,OCCIPUT_NULL1/,HV02,Skin,SRA_Bioproject_46333,12742629,5539223,6511325,7203406,6231304,2464991,1492889,93.1,32.1,0.471,-,-,-
NHS31,PLANTARHEEL_R1/,HV02,Skin,SRA_Bioproject_46333,5264897,1219371,1087737,4045526,4177160,481112,612746,97.1,34.0,0.314,-,-,-
NHS32,POPLITEALFOSSA_R1/,HV02,Skin,SRA_Bioproject_46333,852483,307145,322251,545338,530232,132082,116976,95,32.8,0.415,-,-,-
NHS33,RETROAURICULARCREASE_R1/,HV02,Skin,SRA_Bioproject_46333,201585,68986,62797,132599,138788,21857,28046,95.8,33.3,0.373,-,-,-
NHS34,TOENAIL_R1/,HV02,Skin,SRA_Bioproject_46333,1701950,403086,339238,1298864,1362712,152401,216249,96.9,34.1,0.324,-,-,-
NHS35,TOEWEBSPACE_R1/,HV02,Skin,SRA_Bioproject_46333,9753013,2354689,2840469,7398324,6912544,1294864,809084,96.2,33.8,0.35,-,-,-
NHS36,VOLARFOREARM_L1/,HV02,Skin,SRA_Bioproject_46333,16933,694,1333,16239,15600,846,207,100,35.3,0.139,-,-,-
NHS37,ALARCREASE_R1/,HV03,Skin,SRA_Bioproject_46333,2976562,879620,1441884,2096942,1534678,719202,156938,95.1,32.6,0.418,-,-,-
NHS38,ANTECUBITALFOSSA_R1/,HV03,Skin,SRA_Bioproject_46333,722355,198796,234181,523559,488174,105626,70241,96.5,33.1,0.363,-,-,-
NHS39,BACK_NULL1/,HV03,Skin,SRA_Bioproject_46333,27300917,7559630,8287190,19741287,19013727,3567806,2840246,96.4,33.0,0.352,-,-,-
NHS40,CHEEK_R1/,HV03,Skin,SRA_Bioproject_46333,8048071,1822944,2989713,6225127,5058358,1572171,405402,96.7,33.1,0.354,-,-,-
NHS41,EXTERNALAUDITORYCANAL_R1/,HV03,Skin,SRA_Bioproject_46333,3082074,551823,785360,2530251,2296714,408940,175403,97.7,33.8,0.303,-,-,-
NHS42,GLABELLA_NULL1/,HV03,Skin,SRA_Bioproject_46333,1659544,356480,517900,1303064,1141644,261240,99820,97.1,33.3,0.342,-,-,-
NHS43,HYPOTHENARPALM_R1/,HV03,Skin,SRA_Bioproject_46333,8645615,2141639,2814251,6503976,5831364,1365226,692614,96.7,33.1,0.352,-,-,-
NHS44,INGUINALCREASE_R1/,HV03,Skin,SRA_Bioproject_46333,161671,36056,48250,125615,113421,22711,10517,97.2,33.8,0.321,-,-,-
NHS45,INTERDIGITALWEB_R1/,HV03,Skin,SRA_Bioproject_46333,4550693,1110031,1480909,3440662,3069784,713579,342701,96.8,33.0,0.357,-,-,-
NHS46,MANUBRIUM_NULL1/,HV03,Skin,SRA_Bioproject_46333,6082575,1882614,2660175,4199961,3422400,1227132,449571,95.4,32.6,0.409,-,-,-
NHS47,NARE_R1/,HV03,Skin,SRA_Bioproject_46333,317389,109348,149109,208041,168280,57537,17776,95.3,32.7,0.387,-,-,-
NHS48,OCCIPUT_NULL1/,HV03,Skin,SRA_Bioproject_46333,4118247,1230564,1184700,2887683,2933547,502190,548054,96.2,33.0,0.372,-,-,-
NHS49,PLANTARHEEL_R1/,HV03,Skin,SRA_Bioproject_46333,12887968,2299048,2685117,10588920,10202851,1316376,930307,97.7,34.0,0.285,-,-,-
NHS50,POPLITEALFOSSA_R1/,HV03,Skin,SRA_Bioproject_46333,258829,70674,75123,188155,183706,29140,24691,96.6,33.5,0.345,-,-,-
NHS51,RETROAURICULARCREASE_R1/,HV03,Skin,SRA_Bioproject_46333,1910797,513999,681712,1396798,1229085,325237,157524,96.3,33.1,0.373,-,-,-
NHS52,TOENAIL_R1/,HV03,Skin,SRA_Bioproject_46333,2754652,842049,804254,1912603,1950398,332283,370078,96.1,33.4,0.368,-,-,-
NHS53,TOEWEBSPACE_R1/,HV03,Skin,SRA_Bioproject_46333,83204,25986,33920,57218,49284,13072,5138,96,33.1,0.352,-,-,-
NHS54,VOLARFOREARM_R1/,HV03,Skin,SRA_Bioproject_46333,1735136,448877,519258,1286259,1215878,240822,170441,96.7,33.1,0.358,-,-,-
NHS55,ALARCREASE_R1/,HV04,Skin,SRA_Bioproject_46333,4451303,2252212,2146152,2199091,2305151,682209,788269,89.4,31.4,0.569,-,-,-
NHS56,ANTECUBITALFOSSA_L1/,HV04,Skin,SRA_Bioproject_46333,1685857,624700,589310,1061157,1096547,181177,216567,88.5,32.3,0.504,-,-,-
NHS57,ANTECUBITALFOSSA_L:WGA1/,HV04,Skin,SRA_Bioproject_46333,4628361,1589598,1658206,3038763,2970155,572383,503775,90.2,32.6,0.567,-,-,-
NHS58,BACK_NULL1/,HV04,Skin,SRA_Bioproject_46333,376007,183221,95657,192786,280350,32740,120304,92,32.5,0.613,-,-,-
NHS59,CHEEK_R1/,HV04,Skin,SRA_Bioproject_46333,418930,234440,154334,184490,264596,49373,129479,91.2,32.1,0.534,-,-,-
NHS60,EXTERNALAUDITORYCANAL_R1/,HV04,Skin,SRA_Bioproject_46333,942361,414145,417362,528216,524999,157570,154353,93.9,32.3,0.455,-,-,-
NHS61,GLABELLA_NULL1/,HV04,Skin,SRA_Bioproject_46333,915796,166453,208741,749343,707055,94950,52662,96.2,33.4,0.396,-,-,-
NHS62,INGUINALCREASE_R1/,HV04,Skin,SRA_Bioproject_46333,1657947,644908,375997,1013039,1281950,169706,438617,93.4,33.0,0.581,-,-,-
NHS63,MANUBRIUM_NULL1/,HV04,Skin,SRA_Bioproject_46333,238193,119356,74617,118837,163576,26030,70769,92.1,32.4,0.606,-,-,-
NHS64,NARE_L:WGA1/,HV04,Skin,SRA_Bioproject_46333,122077,58425,58336,63652,63741,14090,14179,88.4,32.1,0.564,-,-,-
NHS65,NARE_R1/,HV04,Skin,SRA_Bioproject_46333,213951,26321,33247,187630,180704,15455,8529,97.6,34.5,0.331,-,-,-
NHS66,OCCIPUT_NULL1/,HV04,Skin,SRA_Bioproject_46333,3775702,1632502,1520951,2143200,2254751,543810,655361,91.4,32.1,0.621,-,-,-
NHS67,PLANTARHEEL_L1/,HV04,Skin,SRA_Bioproject_46333,13376396,3267052,2774485,10109344,10601911,926814,1419381,91.6,33.4,0.497,-,-,-
NHS68,PLANTARHEEL_L:WGA1/,HV04,Skin,SRA_Bioproject_46333,28983506,8242752,8582912,20740754,20400594,2934964,2594804,92.1,33.4,0.54,-,-,-
NHS69,PLANTARHEEL_R1/,HV04,Skin,SRA_Bioproject_46333,3320845,1628074,753135,1692771,2567710,282208,1157147,91.7,32.3,0.614,-,-,-
NHS70,POPLITEALFOSSA_R1/,HV04,Skin,SRA_Bioproject_46333,430597,221417,113924,209180,316673,36153,143646,91.7,32.3,0.615,-,-,-
NHS71,RETROAURICULARCREASE_R1/,HV04,Skin,SRA_Bioproject_46333,1652567,255939,317598,1396628,1334969,144415,82756,96.8,34.0,0.362,-,-,-
NHS72,TOENAIL_R1/,HV04,Skin,SRA_Bioproject_46333,3063461,1286929,706514,1776532,2356947,294386,874801,92.9,32.8,0.59,-,-,-
NHS73,TOEWEBSPACE_R1/,HV04,Skin,SRA_Bioproject_46333,5258200,2535702,1568907,2722498,3689293,581545,1548340,91.8,32.3,0.615,-,-,-
NHS74,ALARCREASE_R1/,HV05,Skin,SRA_Bioproject_46333,2371070,1413906,734689,957164,1636381,223470,902687,90.8,31.8,0.627,-,-,-
NHS75,ANTECUBITALFOSSA_R1/,HV05,Skin,SRA_Bioproject_46333,3429061,611286,857605,2817775,2571456,434640,188321,97.7,33.5,0.325,-,-,-
NHS76,BACK_NULL1/,HV05,Skin,SRA_Bioproject_46333,5508548,1557375,2059249,3951173,3449299,989302,487428,96.2,32.8,0.384,-,-,-
NHS77,CHEEK_R1/,HV05,Skin,SRA_Bioproject_46333,6111454,3231370,2413669,2880084,3697785,725317,1543018,90.3,31.7,0.638,-,-,-
NHS78,EXTERNALAUDITORYCANAL_R1/,HV05,Skin,SRA_Bioproject_46333,2003469,1204544,673740,798925,1329729,184098,714902,89.9,31.7,0.563,-,-,-
NHS79,GLABELLA_NULL1/,HV05,Skin,SRA_Bioproject_46333,5944066,3278061,2062461,2666005,3881605,703179,1918779,91.2,31.9,0.621,-,-,-
NHS80,HYPOTHENARPALM_R1/,HV05,Skin,SRA_Bioproject_46333,5988426,2006311,2523106,3982115,3465320,1203498,686703,94.9,33.0,0.415,-,-,-
NHS81,INGUINALCREASE_R1/,HV05,Skin,SRA_Bioproject_46333,4861639,511295,562472,4350344,4299167,278486,227309,97.6,34.5,0.353,-,-,-
NHS82,INTERDIGITALWEB_R1/,HV05,Skin,SRA_Bioproject_46333,10370062,1648565,2643809,8721497,7726253,1439321,444077,97.9,33.8,0.297,-,-,-
NHS83,MANUBRIUM_NULL1/,HV05,Skin,SRA_Bioproject_46333,7189928,4702189,2867088,2487739,4322840,804853,2639954,89.7,31.4,0.563,-,-,-
NHS84,NARE_R1/,HV05,Skin,SRA_Bioproject_46333,100685,59641,53600,41044,47085,14924,20965,90.5,31.8,0.638,-,-,-
NHS85,OCCIPUT_NULL1/,HV05,Skin,SRA_Bioproject_46333,1953921,374784,484813,1579137,1469108,240224,130195,97.4,33.8,0.323,-,-,-
NHS86,PLANTARHEEL_R1/,HV05,Skin,SRA_Bioproject_46333,2456664,1332736,897687,1123928,1558977,303425,738474,91.5,32.2,0.519,-,-,-
NHS87,POPLITEALFOSSA_R1/,HV05,Skin,SRA_Bioproject_46333,1882711,935054,612949,947657,1269762,222273,544378,91.4,32.3,0.534,-,-,-
NHS88,RETROAURICULARCREASE_R1/,HV05,Skin,SRA_Bioproject_46333,3718541,2235763,1420849,1482778,2297692,446810,1261724,90.4,31.7,0.55,-,-,-
NHS89,TOENAIL_R1/,HV05,Skin,SRA_Bioproject_46333,2989170,1532173,626744,1456997,2362426,227410,1132839,90.2,32.0,0.564,-,-,-
NHS90,TOEWEBSPACE_R1/,HV05,Skin,SRA_Bioproject_46333,3763206,1290828,1491123,2472378,2272083,657591,457296,95.2,32.7,0.413,-,-,-
NHS91,ALARCREASE_R1/,HV06,Skin,SRA_Bioproject_46333,11873770,1549630,2766540,10324140,9107230,1588285,371375,98.6,33.8,0.263,-,-,-
NHS92,EXTERNALAUDITORYCANAL_R1/,HV06,Skin,SRA_Bioproject_46333,3344955,256038,412977,3088917,2931978,240935,83996,99.4,34.9,0.205,-,-,-
NHS93,GLABELLA_NULL1/,HV06,Skin,SRA_Bioproject_46333,8191732,1022444,1889429,7169288,6302303,1099886,232901,98.7,33.9,0.257,-,-,-
NHS94,HYPOTHENARPALM_R1/,HV06,Skin,SRA_Bioproject_46333,11791479,1446427,2264671,10345052,9526808,1217263,399019,98.6,34.5,0.268,-,-,-
NHS95,MANUBRIUM_NULL1/,HV06,Skin,SRA_Bioproject_46333,3683991,603288,859677,3080703,2824314,416547,160158,98,34.0,0.311,-,-,-
NHS96,NARE_R1/,HV06,Skin,SRA_Bioproject_46333,136928,38641,48702,98287,88226,18011,7950,96.7,33.0,0.337,-,-,-
NHS97,OCCIPUT_NULL1/,HV06,Skin,SRA_Bioproject_46333,432513,93274,124880,339239,307633,51650,20044,97.3,33.9,0.321,-,-,-
NHS98,OCCIPUT_NULL2/,HV06,Skin,SRA_Bioproject_46333,4111316,616229,890783,3495087,3220533,438077,163523,98.3,34.2,0.297,-,-,-
NHS99,PLANTARHEEL_R1/,HV06,Skin,SRA_Bioproject_46333,41525877,3222961,5275228,38302916,36250649,3040017,987750,99.3,35.3,0.213,-,-,-
NHS100,RETROAURICULARCREASE_R1/,HV06,Skin,SRA_Bioproject_46333,3991070,527820,930778,3463250,3060292,526752,123794,98.6,33.8,0.263,-,-,-
NHS101,ALARCREASE_L1/,HV07,Skin,SRA_Bioproject_46333,13040695,651326,1699491,12389369,11341204,1293427,245262,99.9,34.7,0.189,-,-,-
NHS102,ALARCREASE_R1/,HV07,Skin,SRA_Bioproject_46333,1688992,98176,152890,1590816,1536102,98161,43447,99.8,34.7,0.199,-,-,-
NHS103,ANTECUBITALFOSSA_L1/,HV07,Skin,SRA_Bioproject_46333,38652013,2169556,3416838,36482457,35235175,2540646,1293364,99.8,34.6,0.201,-,-,-
NHS104,ANTECUBITALFOSSA_L2/,HV07,Skin,SRA_Bioproject_46333,109938923,9902264,11475600,100036659,98463323,7904941,6331605,13.1,33.8,0.266,-,-,-
NHS105,ANTECUBITALFOSSA_R1/,HV07,Skin,SRA_Bioproject_46333,15441131,962392,2078903,14478739,13362228,1505425,388914,99.8,34.4,0.2,-,-,-
NHS106,ANTECUBITALFOSSA_R2/,HV07,Skin,SRA_Bioproject_46333,42817546,2775507,4811537,40042039,38006009,3239248,1203218,99.8,34.1,0.209,-,-,-
NHS107,BACK_NULL1/,HV07,Skin,SRA_Bioproject_46333,5081847,276404,497489,4805443,4584358,333965,112880,99.9,34.7,0.19,-,-,-
NHS108,CHEEK_L1/,HV07,Skin,SRA_Bioproject_46333,7830974,391424,603847,7439550,7227127,409610,197187,99.9,34.9,0.184,-,-,-
NHS109,CHEEK_R1/,HV07,Skin,SRA_Bioproject_46333,2399533,138305,228018,2261228,2171515,147155,57442,99.8,34.8,0.198,-,-,-
NHS110,EXTERNALAUDITORYCANAL_L1/,HV07,Skin,SRA_Bioproject_46333,44078004,3608624,3090721,40469380,40987283,2148691,2666594,99.1,34.1,0.267,-,-,-
NHS111,EXTERNALAUDITORYCANAL_R1/,HV07,Skin,SRA_Bioproject_46333,1707267,54676,102442,1652591,1604825,77890,30124,100,35.6,0.136,-,-,-
NHS112,GLABELLA_NULL1/,HV07,Skin,SRA_Bioproject_46333,4646868,284732,462424,4362136,4184444,294222,116530,99.7,34.7,0.205,-,-,-
NHS113,HYPOTHENARPALM_L1/,HV07,Skin,SRA_Bioproject_46333,19666286,1107344,2874495,18558942,16791791,2182903,415752,99.7,34.5,0.213,-,-,-
NHS114,HYPOTHENARPALM_R1/,HV07,Skin,SRA_Bioproject_46333,8761208,475422,714543,8285786,8046665,467423,228302,99.9,34.8,0.193,-,-,-
NHS115,INGUINALCREASE_L1/,HV07,Skin,SRA_Bioproject_46333,26283030,1336368,3906058,24946662,22376972,3064105,494415,99.9,34.6,0.186,-,-,-
NHS116,INGUINALCREASE_R1/,HV07,Skin,SRA_Bioproject_46333,3965681,221510,409541,3744171,3556140,286225,98194,99.9,34.6,0.197,-,-,-
NHS117,MANUBRIUM_NULL1/,HV07,Skin,SRA_Bioproject_46333,11369005,693261,1157838,10675744,10211167,754651,290074,99.7,34.6,0.204,-,-,-
NHS118,NARE_L1/,HV07,Skin,SRA_Bioproject_46333,4180025,254954,371397,3925071,3808628,252437,135994,99.6,34.6,0.213,-,-,-
NHS119,NARE_R1/,HV07,Skin,SRA_Bioproject_46333,38971,4846,8229,34125,30742,4748,1365,99.1,34.2,0.253,-,-,-
NHS120,OCCIPUT_NULL1/,HV07,Skin,SRA_Bioproject_46333,10079270,522641,806501,9556629,9272769,528629,244769,99.9,34.8,0.189,-,-,-
NHS121,PLANTARHEEL_L1/,HV07,Skin,SRA_Bioproject_46333,41896478,2502807,4183670,39393671,37712808,2842087,1161224,99.8,34.5,0.2,-,-,-
NHS122,PLANTARHEEL_R1/,HV07,Skin,SRA_Bioproject_46333,56301644,4149176,7014599,52152468,49287045,4460629,1595206,17.2,34.1,0.221,-,-,-
NHS123,POPLITEALFOSSA_L1/,HV07,Skin,SRA_Bioproject_46333,48705391,2373761,6740111,46331630,41965280,5359589,993239,7.1,34.7,0.196,-,-,-
NHS124,POPLITEALFOSSA_R1/,HV07,Skin,SRA_Bioproject_46333,25252322,1831418,4363079,23420904,20889243,3165044,633383,99.5,34.1,0.23,-,-,-
NHS125,RETROAURICULARCREASE_L1/,HV07,Skin,SRA_Bioproject_46333,8467215,337073,593606,8130142,7873609,437458,180925,100,35.2,0.158,-,-,-
NHS126,RETROAURICULARCREASE_R1/,HV07,Skin,SRA_Bioproject_46333,1204301,77873,126897,1126428,1077404,80139,31115,99.6,34.7,0.209,-,-,-
NHS127,TOEWEBSPACE_L1/,HV07,Skin,SRA_Bioproject_46333,32300396,2021247,3371821,30279149,28928575,2203496,852922,99.8,34.3,0.207,-,-,-
NHS128,TOEWEBSPACE_R1/,HV07,Skin,SRA_Bioproject_46333,42997043,2507342,4193404,40489701,38803639,2766015,1079953,99.8,34.5,0.198,-,-,-
NHS129,VOLARFOREARM_L1/,HV07,Skin,SRA_Bioproject_46333,28325385,1369528,3589593,26955857,24735792,2849178,629113,99.9,34.7,0.191,-,-,-
NHS130,VOLARFOREARM_R1/,HV07,Skin,SRA_Bioproject_46333,15908461,916484,1318591,14991977,14589870,858047,455940,99.9,34.6,0.199,-,-,-
NHS131,ALARCREASE_L1/,HV08,Skin,SRA_Bioproject_46333,618214,68594,135286,549620,482928,86805,20113,98.2,34.6,0.273,-,-,-
NHS132,ALARCREASE_R1/,HV08,Skin,SRA_Bioproject_46333,2219407,445228,333635,1774179,1885772,163960,275553,95.4,33.2,0.423,-,-,-
NHS133,ANTECUBITALFOSSA_L1/,HV08,Skin,SRA_Bioproject_46333,3288770,277710,621087,3011060,2667683,439144,95767,98.5,35.0,0.243,-,-,-
NHS134,CHEEK_L1/,HV08,Skin,SRA_Bioproject_46333,480030,46785,97534,433245,382496,65530,14781,98.4,34.6,0.267,-,-,-
NHS135,CHEEK_R1/,HV08,Skin,SRA_Bioproject_46333,2425289,244447,479505,2180842,1945784,316473,81415,98.2,34.6,0.273,-,-,-
NHS136,HYPOTHENARPALM_L1/,HV08,Skin,SRA_Bioproject_46333,3362257,253793,481457,3108464,2880800,338807,111143,99.1,35.0,0.228,-,-,-
NHS137,HYPOTHENARPALM_R1/,HV08,Skin,SRA_Bioproject_46333,4806088,405476,1130893,4400612,3675195,871724,146307,98.8,34.7,0.252,-,-,-
NHS138,INGUINALCREASE_R1/,HV08,Skin,SRA_Bioproject_46333,6915669,644729,2048459,6270940,4867210,1570666,166936,98.2,34.6,0.261,-,-,-
NHS139,NARE_L1/,HV08,Skin,SRA_Bioproject_46333,259343,31113,59004,228230,200339,37146,9255,98,34.5,0.283,-,-,-
